processed_date,keyword,company,title,date_posted,match_score,matched_skills,gaps_in_skill,job_url,description,location,job_id
2026-05-07,analyst,Deloitte,Analyst - Business Consulting - Strategy & Gen-AI Core - Hong Kong(315612),,90,"Python, SQL, PySpark, Databricks, Tableau, LLM development, RAG system design, Business Case Development, Analytical Problem Solving, Client Engagement, Stakeholder Communication, Financial Modeling, Process Improvement",,https://www.linkedin.com/jobs/view/4380170647,"**A Career with Impact**
 With the ""People First"" strategy, we are committed to being a cradle to cultivate talent capable of navigating the future. We keep up with the times, build world\-class learning and development platforms, and provide personalized and diversified career development paths. We encourage our people to obtain a sense of achievement and happiness brought by creating values at work. We create a diversified and inclusive working, learning and growing environment so that everyone can unleash the potential. We empower talent with more autonomy and choice through Smart Talent Experience and Wellbeing, achieving an ideal work life balance.
   

  

 A world of opportunities awaits. Start your adventure and journey with us.
   

  

**About The Business**
 In the rapidly evolving digital landscape, our focus extends beyond traditional boundaries to embrace the transformative potential of new technologies. We help enterprises bridge the gap between ""what's possible"" and ""what's profitable"" by integrating Generative AI (Gen\-AI) into real business scenarios. As an Analyst, you will be a strategic problem solver, looking beyond immediate technical fixes to address underlying business challenges. You will be instrumental in building compelling strategic narratives that bring technology to life. You’ll have the opportunity to work alongside AI experts and engineers to solve complex challenges, helping industry leaders navigate the new digital frontier.
   

  

**Work you'll do**
* Analysing client business requirements, evaluating AI use cases, and supporting the design and implementation of Gen\-AI strategies focused on enhancing user experience and driving ROI.
* Conducting market sizing and bottom\-up impact assessments to quantify efficiency gains and revenue growth enabled by AI integration.
* Supporting the development of ROI frameworks and business cases to help clients move from pilot initiatives to scaled enterprise\-wide adoption.
* Translating complex Gen\-AI concepts into actionable insights and clear strategic narratives for senior business stakeholders.
* Developing polished client deliverables and visual storylines \- from C\-suite strategy decks to Gen\-AI frameworks \- using advanced PowerPoint skills.
* Staying ahead of emerging trends in Gen\-AI and communicating their implications for different industries and business models.
* Collaborating with a wide range of stakeholders, from business executives to AI engineers and data scientists, to ensure successful project execution.
* Supporting to conduct discovery workshops, user interviews, and stakeholder sessions to gather insights and guide solution design.


 During your tenure with us, you will demonstrate and develop your leadership and professional capabilities in the following areas: Inspiring, Creating purpose, Driving agility, Building diverse capability, Influencing, Collaborating, Delivering value, Building the business, Analytical acumen, Effective communication, Engagement management/delivery excellence, Managing change, Managing quality \& risk, Strategic thinking and problem solving, and Tech savviness.
   

  

**We are looking for someone with**
 We are seeking highly motivated, intellectually curious professionals who combine consulting experience with a passion for AI\-driven transformation.
   

  

* A Bachelor’s degree or above in Business, Economics, Management, Engineering, Computer Science, Mathematics, Physics, or a related discipline, with exceptional academic performance. Master’s degree is a plus.
* At least 1 year of post\-graduation experience in consulting, advisory, or related strategic roles, with a demonstrated record of outstanding achievement in a professional setting.
* Strong analytical and structured problem\-solving skills; proficiency in market sizing, business case development, and impact quantification.
* Excellent PowerPoint and visual storytelling skills to distil complex ideas into compelling narratives.
* Outstanding communication abilities in Mandarin, Cantonese, \& English.
* Demonstrated teamwork, adaptability, and initiative in fast\-paced environments with multiple priorities.
* A passion for technology and business innovation, especially in Generative AI, with a keen understanding of its strategic and operational implications.
* Good client management experience, including engagement with both business and technical stakeholders.
* Certifications in Agile, Scrum, or Project Management are a plus.


**Shape your future through impact that matters**
 For more than 100 years of history, Deloitte witnessed also had the honor to be part of the economic boom in China by providing industry\-leading audit \& assurance, consulting, risk advisory, financial advisory, tax \& business advisory services to nearly 90% of the Fortune Global 500 Chinese companies and thousands of private companies. Deloitte China today carries on our centenary professionalism and strives to become the undisputed leader in professional services in China with strong responsibility and capabilities in digitalization and multidisciplinary services.
   

  

 Deloitte has been named China's Top Employer since 2006, Universum's Most Attractive Employer in China since 2008, and the Best Workplaces in Greater China since 2019\.
   

  

 All qualified applicants will receive consideration for employment regardless of their background, experience, identity, ability or thinking style, and if you need assistance during the application process for accessibility reasons this is available upon request. The preferred candidate will be subject to background screening by Deloitte China or by their external third\-party provider.
   

  

**Accessibility assistance**
 If you need assistance or an accommodation during the recruitment process for accessibility reasons, there will be an opportunity for you to let us know what you need once you begin your application.
   

  

 Ready to take on new challenges? Apply now!
   

  

 Stay connected for the latest career opportunities, follow us on Deloitte China Social Media.",Hong Kong,10510
2026-05-07,analyst,Crossing Hurdles,Financial Markets Analyst (Asia) | Remote,,90,"financial analysis, predictive analytics, Power BI, Tableau, Python, R, forecasting, market research, data visualization, written communication, analytical capabilities","embedded finance experience, investment strategy experience",https://www.linkedin.com/jobs/view/4409927807,"**Position:** 
 Financial Analyst
 



**Type:** 
 Hourly contract
 



**Location:** 
 Remote
 



**Commitment:** 
 10 40 hours/week
 



  





**Role Responsibilities** 



* Analyze complex financial data to identify trends and deliver actionable business insights.
* Evaluate embedded finance opportunities and support investment strategy initiatives.
* Develop predictive financial models and data visualizations using modern analytics tools.
* Conduct market and industry research to support strategic recommendations.
* Present financial findings clearly through written reports and stakeholder presentations.
* Monitor trends in digital finance, embedded finance, and regional economic markets.
* Collaborate with cross\-functional teams to translate analytical insights into business outcomes.



  





**Requirements** 



* Bachelor s degree in Finance, Economics, or a related field.
* Strong experience in financial analysis, forecasting, and predictive analytics.
* Proficiency with visualization and analytics tools such as Power BI, Tableau, Python, or R.
* Experience with investment strategy and embedded finance initiatives.
* Excellent written and verbal communication skills with strong attention to detail.
* Strong research and analytical capabilities for synthesizing financial information.
* Understanding of Asian financial markets and economic trends.



  





**Application Process (Takes 20 Min)** 



* Easy Apply on LinkedIn
* Check email for next steps
* Participate in resume evaluation \& interview stage",Hong Kong,10512
2026-05-07,analyst,Goldman Sachs,"Risk, Operational Risk, Analyst, Hong Kong",,75,"analytical skills, problem solving, data analysis, reporting, stakeholder management, structured process development, quantitative aptitude","operational risk management framework knowledge, business continuity planning (BCP), Technology Control Infrastructure review, Information Security controls, Cyber Security controls, Regulatory environment (Asia Financial Markets)",https://www.linkedin.com/jobs/view/4389560778,"**Job Description**
 At Goldman Sachs, we connect people, capital and ideas to help solve problems for our clients. We are a leading global financial services firm providing investment banking, securities and investment management services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals
   

  

**About Our Roles In Operationl Risk**
 Through measuring and managing operational risk across the firm, you will contribute to an effective and efficient allocation of risk capital, and enforce the risk appetite of the firm. In doing so you will provide commercial and strategic business risk insight to the firm and to our clients, including adjusting business practices to reduce inherent risk and increase ambient control. You will become a risk expert with in\-depth knowledge in different businesses and all aspects of operational risk.
   

  

**Your Impact And Responsibilities**
 The Operational Risk Department, an independent risk management function as part of the Risk Division, is responsible for developing and implementing a standardized framework to identify, measure, and monitor operational risks across the firm.
   

  

 The role is for a junior professional with an interest in expanding on existing subject matter expertise in order to actively employ and strengthen the components of the firm’s operational risk management framework.
   

  

**Responsibilities Include**
* Facilitation of operational risk event collection, performing detailed reviews of events, tracking of remediation, conducting trend analysis and reporting
* Interaction with Subject Matter Experts (SMEs) in Technology and the business in order to help identify enhancements through effective assessment and challenge of the business and technology processes and the Technology Control Infrastructure
* Working with Business Continuity Coordinators in all business and technology groups across the Asia region to ensure Divisional plans and assurance activities meet Firm and regulatory requirements
* Interaction with regulators in matters related to operational \& technology risks as well as support for the firm’s Operational Risk Governance framework
* Exercising credible and effective challenge as a 2nd line of defense
* Ensuring operational risks arising from new products, activity, migrations, etc. are properly considered
* Remaining current on business drivers, regulatory and industry changes impacting the business, identifying new or emerging risks to which the business is exposed
* Providing clear and concise verbal and written recommendations and guidance to internal staff on Operational Risk matters
* Working with senior stakeholders across the Firm to further strengthen and develop the risk framework and its individual components
* Conducting training and raising awareness of the operational risk framework and business continuity program within the region
* Identifying, monitoring and analyzing risk measures
* Contributing to the advancement of operational risk methods and practices and the operational risk management framework


**Qualifications**
 This role requires an energetic self\-starter who can liaise with teams across the Firm at several levels of management both regionally and globally, and may require interaction with external parties. Experience in businesses, products, technologies and control requirements is required together with strong interpersonal and analytical skills.
   

  

**Core Skills And Experience**
* Clear English communication skills (written and spoken)
* Strong understanding of risk management concepts and how Technology and Business controls, policies and procedures enable effective prevention, detection, and mitigation of risks
* Strong analytical, interpersonal, problem solving, organizational and time management skills
* Knowledge of Asia Financial Markets, products traded, and an understanding of the processes and business and technology flows in an Investment Bank
* Understanding of the regulatory environment and/or business continuity knowledge in developing or maintaining business continuity plans, business recovery site development and testing, and crisis management across Asia markets are an advantage
* Understanding of technology risks and controls including those applicable to Information Security, Cyber Security, and Application Development
* Good understanding of the regulatory environment in Asia
* Knowledge of, and experience with, Business Continuity and Technology Resiliency concepts and frameworks in order to drive the regional cross\-divisional program which is part of the global Firmwide Business Continuity Program is advantageous
* Strong technical and quantitative aptitude to be able to understand and determine quantification of operational risks
* Excellent interpersonal, verbal and written communication skills. Able to present and communicate status and risks and technical details with impact and influence
* Ability to work in a fast paced environment
* Self\-starter, able to work independently and proactively, with a proven track record of delivery
* Team oriented


**About Goldman Sachs**
 At Goldman Sachs, we commit our people, capital and ideas to help our clients, shareholders and the communities we serve to grow. Founded in 1869, we are a leading global investment banking, securities and investment management firm. Headquartered in New York, we maintain offices around the world.
   

  

 We believe who you are makes you better at what you do. We're committed to fostering and advancing diversity and inclusion in our own workplace and beyond by ensuring every individual within our firm has a number of opportunities to grow professionally and personally, from our training and development opportunities and firmwide networks to benefits, wellness and personal finance offerings and mindfulness programs. Learn more about our culture, benefits, and people at GS.com/careers.
   

  

 We’re committed to finding reasonable accommodations for candidates with special needs or disabilities during our recruiting process. Learn more: https://www.goldmansachs.com/careers/footer/disability\-statement.html
   

  

 © The Goldman Sachs Group, Inc., 2024\. All rights reserved.
   

  

 Goldman Sachs is an equal opportunity employer and does not discriminate on the basis of race, color, religion, sex, national origin, age, veterans status, disability, or any other characteristic protected by applicable law.",Hong Kong,10513
2026-05-07,analyst,China Mobile International Limited,"Data Analyst, Cost & Pricing",,65,"data analysis, SQL, Python, PySpark, Tableau, analytical thinking, process optimization, business intelligence","special pricing request analysis, telecommunications industry operation data analysis",https://www.linkedin.com/jobs/view/4322215825,"**Main Responsibilities:** 



* To coordinate the Special Pricing Request approvals of Data Business, responsible for the analysis and operation of Special Pricing Request according to related policies and principles, responsible for the project information review, providing analysis and approval suggestions.
* Optimize related policy and approval process based on actual operation.
* To conduct regular data analysis and reporting, including the data analysis and case analysis of approved price to maintain price competitiveness.
* To formulate system development requirements, and coordinate with the IT department for development based on the team’s daily data analysis needs.



**Requirements:** 



* Bachelor’s Degree or above in Telecommunications, Business Administration or any related disciplines.
* 3\+ years of product management (price) experience, preferably on data business in Telecommunications industry.
* Analytical and critical thinking skills are a must.
* Proficiency in MS Office applications and data analysis tools, preferably with working experience in operation data analysis in telecommunications industry.
* Good command of spoken and written Chinese and English, proficiency in Putonghua is an advantage.



  





*Interested parties please send your full resume with current \& expected salary by Apply Now. Please indicate the reference number in the subject line.* 




  





*All personal data provided will be used for consideration of your job application only.*",Hong Kong,10514
2026-05-07,analyst,Niatross Investments Limited,Investment Research Analyst,,75,"Financial Modeling, Valuation, Data Analysis, Python, SQL, Excel, English communication, AI utilization","Bloomberg proficiency, CFA progress or completion, Deep fundamental research (specific equity/financial focus)",https://www.linkedin.com/jobs/view/4409783456,"**Company Introduction** 




**Niatross Investments Limited** 
 is a Hong Kong\-based investment management firm focused on long\-only, absolute return investing in Pan\-Asian equities. The firm manages a concentrated portfolio of high\-conviction, value\-driven ideas generated through deep fundamental research and financial analysis.
 








**Role Overview** 




 We are looking for an
 **Investment Research Analyst** 
 to join our Hong Kong\-based team. The role involves fundamental research, financial modeling, and active portfolio monitoring, within a lean, high\-conviction buy\-side investment environment, working closely with the Portfolio Manager and senior investors.
 



  





**Key Responsibilities** 



* Conduct detailed company and sector research to develop and support investment theses
* Build and maintain financial models including valuation and scenario analysis
* Monitor portfolio holdings, track key developments, and flag material changes
* Attend earnings calls, summarize key insights, and update forecasts
* Prepare concise research notes and internal updates for the investment team



  





**Candidate Profile** 



* MBA, postgraduate or graduate degree in Finance, Economics, or related field
* 2–3 years of experience in equity research, investment banking, or financial analysis
* Strong financial modeling and valuation skills with solid understanding of financial statements
* Proficiency in Excel and PowerPoint; familiarity with Bloomberg or similar platforms is a plus
* Strong analytical thinking with the ability to work independently
* Ability to leverage AI tools and data analytics to improve research efficiency
* Clear written and verbal communication skills in English
* CFA progress or completion preferred








**What Sets This Role Apart** 



* Active participation in investment discussions and exposure to the decision\-making process
* Lean, high\-conviction investment environment with significant ownership and accountability



  





**How to apply** 




 Interested applicants are requested to submit their resume along with a cover letter outlining their suitability for the role to
 **careers\_hongkong@niatrossinvestments.com**",Hong Kong,10515
2026-05-07,analyst,CIGP - Compagnie d'Investissements et de Gestion Privée,Middle Office Analyst/ Associate,,70,"Python, SQL, Pandas, Excel modeling, Data analysis, Attention to detail, Reporting","Trade settlement workflow management, Marked-to-Market valuation, Custodian banking communication, VBA/Advanced Excel modeling",https://www.linkedin.com/jobs/view/4409303521,"Originating in 1964, CIGP has been providing independent and expert financial advice to business owners, high net worth individuals and family offices globally.
 





 With an entrepreneurial spirit which has created continuous business growth, CIGP is looking for an experienced Middle Office Analyst/Associate.
 





 If you are a creative, adaptable, self\-driven and passionate individual who is up for a challenge and keen to make an impact, please submit your application today.
 





 To learn more about CIGP, please visit 
 
 www.cigp.com
 
 .
 




  
 



**Roles and Responsibilities** 





 You will take up the important role of Middle Office Analyst/Associate and will be responsible as such for duties including but not limited to:
 



* Develop a good understanding of CIGP’s operational workflow and execute the daily Operations tasks together with the team;
* Book trades, corporate actions and other transactions in our Portfolio Management System (“PMS”);
* Maintain daily Marked\-to\-Market valuations within our PMS;
* Instruct trade settlements with our various custodian banks;
* Communicate and work hand\-in\-hand with external financial counterparties (e.g. brokers, custodians) in order to ensure a successful and smooth trade settlement flow;
* Perform daily cash and securities positions reconciliations, between the clients’ accounts and the banks’ cash \& securities statements, as well as monthly securities reconciliations;
* Send out trade confirmations and statements to CIGP’s clients via our proprietary system, as well as prepare corporate action notes;
* Produce various reports on a weekly/monthly/quarterly basis, as required;
* Monitor CIGP’s exposure to its financial counterparties;
* Communicate daily with the Front Office team, in order to answer ad\-hoc request(s) and solve potential issue(s) on the spot; and
* Work closely with our overseas offices (e.g. Geneva) on various projects, as required.



 Additional responsibilities and job evolution:
 


* Open new Brokerage and Custody relationships and markets, as and when required by the business; and
* Actively participate in the improvement and optimization of the trading execution, booking and settlement process.



  





**Requirements** 



* You have 3 years or more of experience within the Middle or Back Office of a financial institution (both profiles will be considered);
* You are proficient in Microsoft Office (Excel, Word and Power Point) – an advanced level in Excel modelling, such as VBA, is a plus;
* You are persistent and able to work with a positive problem solving mind\-set;
* You are a quick learner with the curiosity to understand how things work, possessing strong attention to details and able to work independently under tight deadlines;
* You are fluent in English (proficiency in other languages is a plus);
* An international background (worked and/or studied abroad) shall be favoured; and
* Less experienced candidates will be considered as Middle Office Analyst.



  





*We are an equal opportunity employer and welcome applications from all qualified candidates. Every application will be treated in the strictest confidence. Personal data provided will be used for recruitment purposes only.* 




*Applicants who are not invited for interview within 10 weeks may consider their applications unsuccessful. Personal data of unsuccessful applicant will be destroyed within 12 months.* 




*Under the Personal Data (Privacy) Ordinance, you may request access to, and/or correction of your personal data in relation to your application. If you wish to do so, kindly reach out to us by email.*",Hong Kong,10516
2026-05-07,analyst,Crossing Hurdles,Financial Strategy & Analytics Specialist | Remote,,90,"financial analysis, forecasting, predictive analytics, Python, R, Power BI, Tableau, SQL, data visualization, analytical insights, market research","embedded finance experience, direct investment strategy experience",https://www.linkedin.com/jobs/view/4409941318,"**Position:** 
 Financial Analyst
 



**Type:** 
 Hourly contract
 



**Location:** 
 Remote
 



**Commitment:** 
 10 40 hours/week
 



  





**Role Responsibilities** 



* Analyze complex financial data to identify trends and deliver actionable business insights.
* Evaluate embedded finance opportunities and support investment strategy initiatives.
* Develop predictive financial models and data visualizations using modern analytics tools.
* Conduct market and industry research to support strategic recommendations.
* Present financial findings clearly through written reports and stakeholder presentations.
* Monitor trends in digital finance, embedded finance, and regional economic markets.
* Collaborate with cross\-functional teams to translate analytical insights into business outcomes.



  





**Requirements** 



* Bachelor s degree in Finance, Economics, or a related field.
* Strong experience in financial analysis, forecasting, and predictive analytics.
* Proficiency with visualization and analytics tools such as Power BI, Tableau, Python, or R.
* Experience with investment strategy and embedded finance initiatives.
* Excellent written and verbal communication skills with strong attention to detail.
* Strong research and analytical capabilities for synthesizing financial information.
* Understanding of Asian financial markets and economic trends.



  





**Application Process (Takes 20 Min)** 



* Easy Apply on LinkedIn
* Check email for next steps
* Participate in resume evaluation \& interview stage",Hong Kong,10517
2026-05-07,analyst,Hays,"Business Analyst, Investment Products (Perm)",,85,"Business Analyst, Requirements Gathering, Process Documentation (SOPs), Stakeholder Communication, UAT (User Acceptance Testing), Project Coordination, Analytical Problem-Solving, Data Analysis, Technical Liaison","Direct experience with specific investment product types (equities, fixed income, etc.), In-depth knowledge of investment products (Structured products)",https://www.linkedin.com/jobs/view/4409770511,"**Key Responsibilities**



* Act as a liaison between business users and technology teams to translate business requirements into functional solutions
* Gather, analyse, and document business requirements, workflows, and functional specifications
* Participate actively in system implementation and enhancement projects, including requirement scoping and solution review.
* Support User Acceptance Testing (UAT), including test planning, execution, defect tracking, and sign\-off coordination
* Facilitate system coordination across multiple stakeholders to ensure timely and effective delivery
* Develop and maintain Standard Operating Procedures (SOPs) and process documentation
* Support strategic planning initiatives related to investment products and business transformation
* Provide ongoing support to business teams and help identify process improvement opportunities






**Requirements**




* Bachelor's degree in IT, Business, Finance, or related disciplines
* Strong understanding of investment products (e.g., equities, fixed income, funds, structured products)
* Proven experience as a Business Analyst or similar role in financial services
* Good understanding of system implementation life cycle and project delivery
* Strong analytical, problem\-solving, and communication skills
* Ability to work closely with business stakeholders and cross\-functional teams
* Fluent in both English and Chinese (Cantonese and/or Mandarin)
* Experience in wealth management, asset management, or banking environments
* Exposure to digital transformation or system enhancement projects



  

  

  

**What you need to do now** 
  

  

 If you're interested in this role, click 'apply now' to forward an up\-to\-date copy of your CV, or call us now.",Hong Kong,10518
2026-05-07,analyst,Hire Ground,Consulting Analyst / Research Consultant,,90,"Quantitative analysis, Problem-solving, Data gathering, Data analysis, Synthesis of information, Structured thinking, Report writing, Presentation development, Project management, Stakeholder communication, Business acumen, Artificial Intelligence/LLM application","Specific industry consulting methodology (e.g., Porter's Five Forces, Value Chain Analysis)",https://www.linkedin.com/jobs/view/4409966049,"**Role Description** 




 The Consulting Analyst / Research Consultant supports strategic decision\-making by delivering high\-quality research, analytical insights, and structured recommendations to address complex business challenges. This role combines rigorous analysis with problem\-solving capabilities to help organizations evaluate opportunities, understand market dynamics, and develop effective strategies.
 



 Key responsibilities include conducting qualitative and quantitative research, analyzing industry trends, competitor activity, and market developments, and synthesizing findings into clear, actionable insights. The role involves building research frameworks, preparing reports and presentations, and supporting strategic projects across a range of business topics such as market assessment, growth strategy, operational improvement, and business transformation.
 



 The position works closely with internal teams and stakeholders to define research objectives, scope analytical requirements, and ensure deliverables align with strategic priorities. A strong ability to structure ambiguous problems, identify key insights from large information sets, and communicate recommendations clearly is essential.
 



 Success in this role requires intellectual curiosity, analytical rigor, and strong attention to detail, alongside the ability to balance independent research with collaborative project execution. The Consulting Analyst / Research Consultant is expected to maintain a high standard of accuracy, professionalism, and commercial awareness in all work outputs.
 



**Qualifications** 



* Strong analytical and research skills with the ability to evaluate complex information and generate insights
* Excellent problem\-solving capabilities and structured thinking
* Proficiency in data gathering, analysis, and synthesis of qualitative and quantitative information
* Strong written and verbal communication skills, including presentation development and report writing
* Ability to translate research findings into clear, strategic recommendations
* High attention to detail and commitment to accuracy and quality
* Strong organizational and project management skills, with the ability to manage multiple priorities
* Collaborative mindset with the ability to work across teams and stakeholders


-",Hong Kong,10519
2026-05-07,analyst,Crossing Hurdles,Investment & Financial Strategy Analyst | Remote,,90,"Python, R, Power BI, Tableau, Financial Analysis, Forecasting, Predictive Analytics, Data Visualization, Strategic Recommendations, Cross-functional Collaboration","Experience with investment strategy, Experience with embedded finance initiatives",https://www.linkedin.com/jobs/view/4408850809,"**Position:** 
 Financial Analyst
 



**Type:** 
 Hourly contract
 



**Compensation** 




**Location:** 
 Remote
 



**Commitment:** 
 10 40 hours/week
 



  





**Role Responsibilities** 



* Analyze complex financial data to identify trends and deliver actionable business insights.
* Evaluate embedded finance opportunities and support investment strategy initiatives.
* Develop predictive financial models and data visualizations using modern analytics tools.
* Conduct market and industry research to support strategic recommendations.
* Present financial findings clearly through written reports and stakeholder presentations.
* Monitor trends in digital finance, embedded finance, and regional economic markets.
* Collaborate with cross\-functional teams to translate analytical insights into business outcomes.



  





**Requirements** 



* Bachelor s degree in Finance, Economics, or a related field.
* Strong experience in financial analysis, forecasting, and predictive analytics.
* Proficiency with visualization and analytics tools such as Power BI, Tableau, Python, or R.
* Experience with investment strategy and embedded finance initiatives.
* Excellent written and verbal communication skills with strong attention to detail.
* Strong research and analytical capabilities for synthesizing financial information.
* Understanding of Asian financial markets and economic trends.



  





**Application Process (Takes 20 Min)** 



* Easy Apply on LinkedIn
* Check email for next steps
* Participate in resume evaluation \& interview stage",Hong Kong,10520
2026-05-07,analyst,Argentina Trabaja,Strategy Analyst,,85,"structured problem-solving, data analysis, financial evaluation, market research, business case development, quantitative skills, Python, SQL, PySpark, Tableau","experience in competitive analysis, senior strategic planning framework experience",https://www.linkedin.com/jobs/view/4408876868,"**Role Description** 




**The Strategy Analyst supports the development and execution of strategic initiatives that drive business growth, operational excellence, and long\-term competitive advantage. This role is responsible for conducting research, analyzing business performance, and generating insights that inform key strategic decisions. Working closely with cross\-functional teams and leadership stakeholders, the position contributes to strategic planning, business optimization, and opportunity assessment across the organization.** 




**Key responsibilities include performing market research, competitive analysis, and financial evaluation to identify trends, risks, and growth opportunities. The role also involves building business cases, developing strategic recommendations, and supporting the evaluation of new initiatives, partnerships, and investment opportunities. In addition, the Strategy Analyst monitors performance metrics, tracks strategic priorities, and helps translate high\-level objectives into measurable action plans.** 




**Success in this role requires strong analytical thinking, structured problem\-solving, and the ability to synthesize large volumes of information into clear and actionable insights. The ideal candidate is comfortable working with both qualitative and quantitative data, demonstrates sound business judgment, and can communicate recommendations effectively to diverse stakeholders.** 




**Qualifications** 



* Strong analytical and quantitative skills with the ability to evaluate complex business issues
* Excellent problem\-solving capabilities and structured thinking approach
* Effective communication and presentation skills, including the ability to deliver concise recommendations
* Ability to conduct market research, competitive analysis, and business performance assessments
* Strong business acumen and understanding of strategic frameworks and commercial drivers
* Proficiency in data analysis, financial evaluation, and reporting tools
* Ability to manage multiple priorities and work effectively in a dynamic environment
* Detail\-oriented with strong organizational and project coordination skills
* Proactive mindset, intellectual curiosity, and a commitment to continuous improvement


-",Hong Kong,10521
2026-05-07,analyst,WIT Talent Solutions Limited,ECM Analyst,,65,"SQL, Python, analytical skills, data analysis, Proficiency in Microsoft Office (Excel, Powerpoint), stakeholder management","Bloomberg, Factset, Dealogic, Advanced financial modeling (DCF, Trading/Transaction Comparables), Investment banking experience (1 year minimum)",https://www.linkedin.com/jobs/view/4409739829,"**Company A Global Investment Bank** 




**Location: Hong Kong** 




  





  





**Responsibilities:**




  




* Support senior bankers for client marketing initiatives, preparing presentation slides, pitch books and marketing materials
* Build detailed financial models and perform valuation analyses using various methodologies including discounted cash flow, trading comparables, transaction comparables, etc.
* Coordinate various activities such as due diligence, documentation and liaison with various stakeholders including external professional parties
* Support execution of capital markets transactions, including IPOs, follow ‐on offerings, CBs, and debt offerings
* Prepare daily and weekly market updates and maintain databases



  





  





**Job Requirements:**




  




* Around 1 year of investment banking or ECM experience
* Experience in supporting/ managing deal execution related activities \& stakeholder management
* Possess strong corporate finance knowledge and analytical skills
* Proficient in Microsoft Office (Word, Excel, Powerpoint), experience using Bloomberg, Factset, Dealogic, etc. preferred
* Fluent in English \& Mandarin, both oral and written communication



  





  





 Interested candidate please email your CV to resumes@wit\-ts.com or call (852\) 2910\-7015 for more details.",Hong Kong,10522
2026-05-07,analyst,Radiant Tech Ventures Ltd.,Analyst,,85,"market analysis, financial analysis, data analysis, reporting, stakeholder management, technical proficiency","venture capital investment lifecycle knowledge, financial modeling (specific investment valuation techniques)",https://www.linkedin.com/jobs/view/4409301290,"**Company Description** 




 Radiant Tech Ventures Ltd., headquartered in Hong Kong, is a licensed asset management firm focused on venture capital investments in innovation and technology across multiple regions. With particular focus in the Hong Kong and mainland China markets, Radiant Tech Ventures leverages its diverse experience and networks to drive market expansion. The firm partners with visionary entrepreneurs to support the growth of breakthrough technologies and successful businesses on a global scale. Backed by a deep understanding of cross\-regional opportunities, Radiant Tech Ventures is committed to fostering innovation and value creation.
 



  





**Role Description** 




 This is a full\-time, on\-site Analyst role based in Hong Kong SAR. The Analyst will be responsible for conducting market research and financial analysis for portfolio management, tracking technology and industry trends, and preparing periodical reports. The role involves collaborating with the investment team and portfolio companies, performing review of portfolio companies, and supporting portfolio management activities. The Analyst will also engage with stakeholders, including entrepreneurs, and contribute to the firm's mission of driving innovation through venture capital investments.
 



  





**Qualifications** 



* Strong analytical and research skills, including expertise in market and financial analysis
* Proficiency in tools and software related to data analysis and financial modeling
* Ability to prepare detailed reports, presentations, and documentation with excellent attention to detail
* Familiarity with innovation and technology sectors, and an understanding of regional and global market trends
* Excellent communication, collaboration, and interpersonal skills to engage with diversified stakeholders
* Self\-motivated, organized, and results\-driven with a keen interest in venture capital and innovation
* Team player mentality with proven ability to thrive in a collaborative, fast\-paced environment while managing multiple initiatives
* Relevant academic background (e.g., degree in Finance, Accounting, Business, Engineering, science
 
 or
 
 related discipline)
* Fluency in English and Mandarin. proficiency in Cantonese or other regional languages is a plus
* Previous experience in venture capital, accounting, finance, consulting, or a related field is highly preferred",Hong Kong,10523
