processed_date,keyword,company,title,date_posted,match_score,matched_skills,gaps_in_skill,job_url,description,location
2026-04-20,data,Longbridge,Fund Investment Research Analyst/ Associate,,45,"Data Governance, Inventory Management & Optimization, Marketing Analytics, SQL, Python, PySpark, Tableau, Risk Management","Fund Research, Investment Analysis, Securities Brokerage Experience, CFA/FRM/HKSI Licensing",https://www.linkedin.com/jobs/view/4389552645,"**About Us** 




 Longbridge is an AI\-Powered online brokerage that serves global investors with optimal trading experiences through building worldwide trading infrastructure and networks.
 



 Established in March 2019, Longbridge holds 22 financial licenses and qualifications across the United States, Singapore, Hong Kong, New Zealand and other regions, having secured over US $150 million in strategic investments from major financial and investment institutions. Its subsidiary, Longbridge Securities (Hong Kong) Limited (CE No.: BPX066\), holds Type 1, 2, 4, and 9 licenses issued by the Hong Kong Securities and Futures Commission (SFC).
 



  





**Role Overview** 




 You will be responsible for the end\-to\-end research, selection, and management of global fund products (including Mutual Funds, Private Equity, and ETFs). You will build robust research frameworks to evaluate fund managers, investment strategies, and underlying assets to provide actionable investment recommendations. This role bridges the gap between complex market data and client\-centric wealth solutions.
 



  





**Key Responsibilities** 



* **Fund Research \& Strategy:** 
 Build and maintain a comprehensive global fund research system. Conduct deep\-dive due diligence on fund managers, investment philosophies, and risk\-return profiles to produce institutional\-grade research reports.
* **Portfolio Construction \& Product Curation:** 
 Select high\-quality funds and manage the firm’s product list. Align product offerings with the company’s wealth management strategy and diverse client risk profiles to optimize portfolio structures.
* **Sales Enablement \& Investor Education:** 
 Lead the creation of investment education (InvEd) content and marketing collateral. Partner with relationship managers to provide technical product support, conduct training sessions, and enhance both team and client conviction in our product suite.
* **Market Intelligence \& Risk Management:** 
 Monitor global market trends, regulatory changes, and product innovations. Continuously refine selection criteria and research methodologies to mitigate risks and ensure full compliance.
* **Lifecycle Management \& Operations:** 
 Coordinate with Risk, Compliance, and Operations teams to streamline the entire product lifecycle—from initial onboarding and shelf\-launch to ongoing post\-investment monitoring.
* **Client\-Centric Optimization:** 
 Act as the feedback loop between front\-line business teams and the product department. Refine the research service system based on client needs to improve product\-suitability and drive AUM growth.



  





  





**Qualifications \& Requirements** 



* Bachelor’s degree or higher in Finance, Economics, Statistics, or Investment. Candidates with international education or overseas work experience are highly preferred.
* 3 years relevant experience in fund research, product selection, or investment analysis. Prior experience in a securities brokerage, wealth management firm, or asset management house is a significant advantage.
* Deep understanding of global fund investment strategies and risk assessment methodologies.Proven track record of producing independent, high\-quality research.
* Exceptional logical reasoning, and a results\-driven mindset. You should be a collaborative team player with a sharp sensitivity to market movements.
* Familiarity with Hong Kong financial regulations (SFC) is required. Professional designations such as CFA, FRM, or HKSI licensing is a plus.","Hong Kong, Hong Kong SAR"
2026-04-20,data,Lalamove,Business Data Analyst,,85,"SQL, Tableau, Data Pipeline Engineering, Business Intelligence, Data Governance, Inventory Management & Optimization","Data Warehousing Concepts, Deep Experience in Logistics/Delivery Domain",https://www.linkedin.com/jobs/view/4299160008,"At Lalamove, we believe in the power of community. Millions of drivers and customers use our technology every day to connect with one another and move things that matter. Delivery is what we do best and we ensure it is always fast and simple. Since 2013, we have tackled the logistics industry head on to find the most innovative solutions for the world’s delivery needs. We are full steam ahead to make Lalamove synonymous with delivery and on a mission to impact as many local communities as we can. We have massively scaled our efforts across Asia and now have our sights on taking our best in class technology to the rest of the world. And we need your help to get us there!
   

  

**As a Data Analyst Lalamove** 
 , you will work with a group of passionate and talented people across different teams. You will deep dive into our data and uncover actionable insights to empower Product, Marketing and Operations teams in making informed decisions. The ideal candidate will have a passion for generating value out of data and shaping the future of Lalamove products.
   

  

**What You Will Do**
* Collaborate with stakeholders across the company to understand business objectives and define analytics goals
* Develop and apply analytical frameworks for solving complex business problems
* Build intuitive and impactful dashboards to allow stakeholders to make data\-informed decisions
* Synthesize data into clear, actionable recommendations and effectively communicate them to different audiences


**What You'll Need**
* At least 1 year of work experience in a business intelligence or data analytics role
* Strong proficiency in SQL
* Knowledge of data warehousing concepts a plus
* Experience using Tableau or other BI Tools for reporting and analyses
* Good command of English (both written and oral)


 To all candidates\- Lalamove respects your privacy and is committed to protecting your personal data.
   

  

 This Notice will inform you how we will use your personal data, explain your privacy rights and the protection you have by the law when you apply to join us. Please take time to read and understand this Notice. Candidate Privacy Notice: https://www.lalamove.com/en\-hk/candidate\-privacy\-notice
   

  

 We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us.","Hong Kong, Hong Kong SAR"
2026-04-20,data,NielsenIQ,"Analyst, Quantitative Research",,20,"Microsoft Excel, PowerPoint, English, Cantonese, Mandarin","Quantitative Research, Questionnaire Design, Market Research, FMCG",https://www.linkedin.com/jobs/view/4403376307,"**Job Description**

 Key words: FMCG, Quantitative Research, Questionnaire Design
   

  





**Responsibilities**



* Maintaining and building an accurate, complete, up\-to\-date understanding of the market with insightful data and intelligence
* Accountable for analyses, charting and performing quality checks for analytic reports
* Assisting in developing analytical solutions, consumer insight recommendation and developing questionnaires aligned with client goals and needs
* Assisting in preparation of proposals and credential presentations
* Ensuring timely and quality deliverables and services to clients
* Providing administrative and operational support in research projects
* Collaborating with the various internal teams for research projects



 You will play an essential role in managing research projects from start to finish; supporting the Senior Manager on research design, analysis, reporting through to presenting findings to clients. We will arm you with the best in market research skills and capabilities, through on the job coaching and structured training. You will also be given access to our full range of data and analytics solutions. Whilst we love surveys, we also have plenty of other data to quench your curiosity and wow your clients.
   

  

  

  




**Qualifications**
* University graduate from any discipline
* Excellent analytical, communication, and coordination skills
* Proactive and strive for excellence and a good team player
* Proficient in Microsoft Excel \& PowerPoint
* Good client service skills and able to communicate and write effectively in English, Cantonese and Mandarin
* Applicant might hold a valid work visa in Hong Kong and Cantonese\-speaking is a must


**Additional Information**

**Our Benefits**



* Flexible working environment
* Volunteer time off
* LinkedIn Learning
* Employee\-Assistance\-Program (EAP)



 NIQ may utilize artificial intelligence (AI) tools at various stages of the recruitment process, including résumé screening, candidate assessments, interview scheduling, job matching, communication support, and certain administrative tasks that help streamline workflows. These tools are intended to improve efficiency and support fair and consistent evaluation based on job\-related criteria. All use of AI is governed by NIQ’s principles of fairness, transparency, human oversight, and inclusion. Final hiring decisions are made exclusively by humans. NIQ regularly reviews its AI tools to help mitigate bias and ensure compliance with applicable laws and regulations. If you have questions, require accommodations, or wish to request human review were permitted by law, please contact your local HR representative. For more information, please visit NIQ’s AI Safety Policies and Guiding Principles: https://www.nielseniq.com/global/en/ai\-safety\-policies.
   

  




  


**About NIQ**




 NIQ is the world’s leading consumer intelligence company, delivering the most complete understanding of consumer buying behavior and revealing new pathways to growth. In 2023, NIQ combined with GfK, bringing together the two industry leaders with unparalleled global reach. With a holistic retail read and the most comprehensive consumer insights—delivered with advanced analytics through state\-of\-the\-art platforms—NIQ delivers the Full View™. NIQ is an Advent International portfolio company with operations in 100\+ markets, covering more than 90% of the world’s population.
   

  





 For more information, visit NIQ.com
   

  





 Want to keep up with our latest updates?
   

  





 Follow us on: LinkedIn \| Instagram \| Twitter \| Facebook
   

  




  


**Our commitment to Diversity, Equity, and Inclusion**




 At NIQ, we are steadfast in our commitment to fostering an inclusive workplace that mirrors the rich diversity of the communities and markets we serve. We believe that embracing a wide range of perspectives drives innovation and excellence. All employment decisions at NIQ are made without regard to race, color, religion, sex (including pregnancy, sexual orientation, or gender identity), national origin, age, disability, genetic information, marital status, veteran status, or any other characteristic protected by applicable laws. We invite individuals who share our dedication to inclusivity and equity to join us in making a meaningful impact. To learn more about our ongoing efforts in diversity and inclusion, please visit the https://nielseniq.com/global/en/news\-center/diversity\-inclusion","Kowloon, Hong Kong SAR"
2026-04-20,data,Corporación Agrícola Olmos,Data Assistant,,91,"SQL, Python, PySpark, Data Governance, Inventory Management & Optimization, Data Pipeline Engineering, Business Intelligence, Data Analytics, Fraud Detection, Communication",Agricultural sector knowledge,https://www.linkedin.com/jobs/view/4403329495,"**Role Description** 




 This is a part\-time Data Assistant role based in Hong Kong SAR with a hybrid work model, allowing for a combination of in\-office and remote work. The Data Assistant will be responsible for data management, ensuring accuracy and consistency of data across systems, and supporting data analytics projects. Daily tasks include working with databases, generating reports, and collaborating with team members to extract actionable insights from data. Effective communication with stakeholders to meet project deadlines and data\-related objectives will also be a key component of the role.
 



  





**Qualifications** 



* Strong skills in Data Management and working with Databases
* Proficiency in Data Analytics and the ability to extract and interpret complex data
* Excellent Analytical Skills for problem\-solving and decision\-making
* Effective Communication skills to collaborate with team members and stakeholders
* Detail\-oriented with the ability to ensure data accuracy and consistency
* Proficiency with relevant data tools and software
* Familiarity with the agricultural sector or related industries is an advantage",
2026-04-20,data,Whirlpool Corporation,Product Marketing Analyst,,85,"Market Research, Business Analysis, Revenue Modeling, Go-to-market strategy, Demand Forecasting, Product Testing, Cross-functional collaboration, Business Growth, Inventory Management, Financial Modeling","Direct Pricing Strategy, Product Management (Product Strategy Lead), Specific Go-to-market Planning (beyond formulation), Deep Experience in Electronics Industry",https://www.linkedin.com/jobs/view/4403344883,"* Take lead for product strategies and pricing strategy.
* Formulate Go\-to\-market strategy and marketing plan to drive business and revenue growth.
* Conduct market research and business analysis for a variety of products.
* Deploy learning strategies to gain more information about the market, such as market segmentation, market development, market refinement, and competitive intelligence analysis Keep abreast of the product development trends and market needs.
* Ensure cross\-functional collaboration, steer cross\-functional teams across sales, service, product, marketing, operations and finance.
* Motivate teams to meet deadlines, and ensure all\-around alignment in the go\-to\-market process.
* Closely monitor sell in/out performance and drive business growth
* Perform regular demand forecasting to ensure sufficient stock levels to achieve targets.
* Conduct product testing and feasibility study
* Perform other duties as assigned by the management







 Qualifications
 


* Degree holder in Marketing/ Business Administration/ Data Analytics or related discipline
* Minimum 3 years’ work experience gained from product marketing.
* Experience in the electronics industry is an advantage
* Good understanding of the retail / consumer market
* Strong analytical, problem solving and excellent interpersonal and organizational skills.
* Result\-oriented, self\-motivated and able to cope with a fast pace, dynamic and global operated business environment
* Strong sense of business ownership
* Good communications skill in Cantonese, Mandarin and English
* Enthusiastic, with passion of excellence and a good team player","Hong Kong, Hong Kong SAR"
2026-04-20,data,Fano (Fano Labs),Business Analyst,,75,"SQL, Data Governance, Market Research & Financial Modeling, Business Intelligence & Adoption, Process Optimization, Data Pipeline Engineering, Fraud Detection Model (Machine Learning / Fintech), KYC Risk Profiling Dashboard (AML Compliance), Payment Reconciliation Engine (Fintech Operations), Agile ceremonies","Selenium, Cypress, JIRA, API testing, Test automation tools",https://www.linkedin.com/jobs/view/4377561208,"**Overview:** 




 We are looking for a Product Business Analyst who combines strong business analysis skills with hands\-on quality assurance capabilities. In this hybrid role, you will act as a key liaison between business stakeholders and technical teams, ensuring that product features meet real\-world business needs and are delivered with high quality. You will be involved throughout the product lifecycle—from gathering requirements and designing workflows to executing test plans and supporting client success.
 



  





 \*\* We are hiring for two distinct focuses within this role: one for internal projects and one for external client\-facing deployments.
 



  





**Key Responsibilities:** 




**1\. Business Analysis \& Documentation** 



* Gather and analyze user requirements and translate them into clear, actionable specifications.
* Prepare documentation such as user requirement documents (URD), use cases, user manuals, and UAT test plans.
* Collaborate with Product Managers and Customer Success teams to align product features with business goals.



**2\.Quality Assurance \& Testing** 



* Design and execute comprehensive test plans, including functional, regression, and end\-to\-end testing.
* Develop test cases based on real customer workflows and data patterns.
* Identify, document, and track defects; perform root cause analysis and ensure timely resolution.
* Support multilingual testing and incorporate client\-reported issues into test coverage.



**3\.Client Support \& Issue Management** 



* Act as an application specialist to support client onboarding and training.
* Investigate and respond to client\-reported issues, including log analysis and issue tracking.
* Provide professional support and ensure a smooth user experience across enterprise products.



**4\.Cross\-Functional Collaboration \& Process Improvement** 



* Work closely with internal teams (Engineering, Product, QA, Support) and external partners to ensure project success.
* Participate in Agile ceremonies to align testing and development priorities.
* Continuously improve testing processes and contribute to automation and documentation standards.



  





**Qualifications:** 



* Bachelor’s degree in Business, Information Systems, Computer Science, or related fields.
* 1\-2 years of experience in business analysis, QA, or software implementation roles.
* Solid understanding of SaaS products, cloud/on\-premise environments, and web/app technologies.
* Hands\-on experience with SQL, API testing, and defect tracking tools (e.g., JIRA).
* Familiarity with test automation tools (e.g., Selenium, Cypress) is a plus.
* Strong communication and presentation skills; fluent in English (Cantonese and Mandarin are a plus).
* Fast learner with a proactive mindset and strong analytical thinking.","Hong Kong, Hong Kong SAR"
2026-04-20,data,Hays,"Data Analyst (Finance), 45K",,75,"Power BI, Excel, Data Analysis, Financial Modeling, Business Intelligence, PowerPoint, SQL, SAP","FP&A, Financial Planning, Forecasting",https://www.linkedin.com/jobs/view/4404021541,"Data Analyst, Power BI, Excel, PowerPoint
   

  




 We are seeking a talented Data Analyst with a strong background in Financial Planning \& Analysis (FP\&A) to support data\-driven decision\-making across the business for one of our top global financial in\-house clients.
   

  

  

 Your new role
   

  

  

* Analyse financial and operational data to support budgeting, forecasting, and long\-term planning
* Build and maintain dashboards, reports, and financial models to track business performance
* Create and update interactive dashboards in Power BI to support ongoing business reporting needs.
* Develop and maintain Excel\-based models and dashboards to track performance metrics and identify trends.
* Prepare visual reports, charts, and presentations using PowerPoint to communicate findings to stakeholders.
* Support data\-driven projects by collaborating across departments to identify patterns, optimise processes, and drive strategic initiatives.


 What you'll need to succeed
   

  

  

* 4\+ years of experience in data analysis, preferably within FP\&A or finance teams
* Familiarity with Power BI or similar visualisation tools (e.g., Tableau, Qlik) is a plus.
* Experience with financial systems (e.g., SAP, Oracle, or similar)
* Strong proficiency in PowerPoint for presenting analytical insights clearly and effectively.
* Excellent analytical thinking, attention to detail, and problem\-solving skills.
* Solid understanding of financial statements, budgeting, and forecasting
* Fluency in English is a must


 What you need to do now
   

  

  

 If you fulfil all the qualifications mentioned above and have the drive to succeed, click apply below!","Hong Kong, Hong Kong SAR"
2026-04-20,data,Crypto.com,Flow Trader,,55,"Python, SQL, Data Pipeline Engineering, Market Research & Financial Modeling, Fraud Detection, Inventory Decision Engine (Operations), Risk Awareness","Trading Systems Experience, Market Microstructure Knowledge, Crypto/Digital Assets Domain Expertise, Quantitative Trading Strategies",https://www.linkedin.com/jobs/view/4401618134,"The Quant Trading team is responsible for trading and managing risks associated with different crypto products, including spots and derivatives. The team develops and implements trading strategies in fast\-paced and complex trading environments.
 



  





  


**Role:** 
 Execute and manage the continuous flow of orders originating from client and platform trading activity across crypto spot and derivatives markets, ensuring efficient pricing and smooth order fulfillment
   

  




  






  




**Key Responsibilities:** 
  
* Manage real\-time inventory and risk exposure arising from incoming order flow throughout the trading day
  
* Price and execute trades across a wide range of crypto instruments including spot pairs, perpetual swaps, and options
  
* Analyze trading performance metrics including P\&L attribution, fill rates, spread capture, and market microstructure patterns to identify areas for improvement and optimization
  
* Evaluate and monitor new token listings and project lifecycles end to end
  
* Track the evolving landscape of new crypto projects, protocol upgrades, and ecosystem developments to proactively assess their impact on trading flow, volatility, and inventory management
  
* Collaborate closely with the development teams on the design, testing, and deployment of new trading systems, execution tools, and risk management infrastructure
  
* Participate in the full software development life cycle of trading tools \&mdash; from initial concept and specification through UAT testing, production rollout, and post\-launch performance monitoring
  
* Provide continuous feedback to the technology team on system reliability, latency, and functionality gaps to drive ongoing platform enhancements that improve execution quality and operational efficiency
  

  



  




**Key Requirements:** 
  

  
* Bachelors or Masters' degree in quantitative discipline from top global university
  
* Several years of experience in a trading or market\-making role, ideally within digital assets, FX, or equities, with a strong understanding of order flow dynamics and market microstructure
  
* Solid quantitative and analytical skills with the ability to interpret large datasets, build models, and make data\-driven decisions under time pressure
  
* Proficiency in programming languages such as Python, with experience working with trading systems, APIs, and real\-time data pipelines
  
* Strong risk awareness and the ability to manage multiple positions simultaneously while maintaining composure during periods of extreme market volatility
  
* Excellent communication and collaboration skills, with the ability to articulate trading ideas and risk concerns clearly to both technical and non\-technical stakeholders
  

  


  





  




  


**Life @ 
 **Crypto.com** 


  
 





 Empowered to think big. Try new opportunities while working with a talented, ambitious and supportive team.
 





 Transformational and proactive working environment. Elevate employees to find thoughtful and innovative solutions.
 





 Growth from within. We help to develop new skill\-sets that would impact the shaping of your personal and professional growth.
 





 Work Culture. Our colleagues are some of the best in the industry; we are all here to help and support one another.
 





 One cohesive team. Engage stakeholders to achieve our ultimate goal \- Cryptocurrency in every wallet. 
 





  
 





  
 




***Are you ready to kickstart your future with us?***





  
 




**Benefits
 

  
 





 Competitive salary 
 





 Medical insurance package with extended coverage to dependents 
 





 Attractive annual leave entitlement including: birthday, work anniversary
 





 Work Flexibility Adoption. Flexi\-work hour and hybrid or remote set\-up
 





 Aspire career alternatives through us. Our internal mobility program can offer employees a diverse scope.  
 





 Work Perks: 
 
 crypto.com
 
  visa card provided upon joining 
 





  
 





 Our 
 
 Crypto.com
 
  benefits packages vary depending on region requirements, you can learn more from our talent acquisition team.
 





  
 




**About 
 **Crypto.com** 
**:
 

  
 





 Founded in 2016, 
 
 Crypto.com
 
  serves more than 80 million customers and is the world's fastest growing global cryptocurrency platform. Our vision is simple: Cryptocurrency in Every Wallet™. Built on a foundation of security, privacy, and compliance, 
 
 Crypto.com
 
  is committed to accelerating the adoption of cryptocurrency through innovation and empowering the next generation of builders, creators, and entrepreneurs to develop a fairer and more equitable digital ecosystem.
 





  
 





 Learn more at 
 
 https://crypto.com
 
 . 
 





  
 




 Crypto.com
 
  is an equal opportunities employer and we are committed to creating an environment where opportunities are presented to everyone in a fair and transparent way. 
 
 Crypto.com
 
  values diversity and inclusion, seeking candidates with a variety of backgrounds, perspectives, and skills that complement and strengthen our team.
 





  
 





 Personal data provided by applicants will be used for recruitment purposes only.
 





  
 



  


 We may use artificial intelligence tools to analyze the content of your Resume/CV against the specific requirements for the position. The purpose is to support our recruitment team in reviewing applications more effectively. These tools assist our recruitment team in their evaluation of your application by providing recommendations, but they do not replace human judgment. Final hiring decisions are ultimately made by humans who consider the insights generated by the tools along with other relevant information. If you would like more details about how your personal information is processed, please contact us.********","Hong Kong, Hong Kong SAR"
2026-04-20,data,Varadise Limited,Chief Technology Officer,,35,"Python, SQL, PySpark, Data Governance, Machine Learning, Fraud Detection, LLM, RAG Systems, FastAPI, Docker","Cloud Management (AWS, Azure, GCP), Agile/DevOps Methodology, ITSM, Cybersecurity/Risk Management, Large-scale Team Leadership, ERP Deployment/Integration (beyond SAP), BIM/Digital Twin Technology",https://www.linkedin.com/jobs/view/4403349300,"Varadise Limited is a company that develops next‑generation
 **Digital Twin and smart construction platforms** 
 for the built environment. We also provide
 **AI, digital, and innovative consulting solutions** 
 to drive seamless project delivery and business transformation across industries.
 



 Innovation is central to who we are. We foster an open environment where
 **creativity is encouraged, new ideas are welcomed, and passionate individuals are empowered** 
 to challenge conventions and create meaningful impact. At Varadise, your ideas matter \- and you will have the freedom and support to turn them into reality.
 



  





 We are strong in :
 


* **BIM \& Digital Twin Technology** 
 , setting up Common data environment (CDE)
* **Construction digitalization** 
 , e.g. Apps, ChatBot \& AI data analytics
* **IoT** 
 sensors implementation
* **Integrated Construction** 
 \- Overall digital projects integration manage



  





 Our clients include real estate developers, contractors, government, and public service companies, both locally and overseas We are looking for Engineers, Modelers and IT Developers. anyone with passion and curiosity, regardless of background, is welcome to join us.
 



  





**Role Summary** 




 Varadise Limited is undergoing a strategic transformation to solidify its position as a leader in AI\-driven digital solutions. The Chief Technology Officer (CTO) will serve as the driver of modern technologies and digital innovation, providing technical and strategic leadership for the Digital and Information Technology function by leading and managing the Technical team composed of engineers of different functions.
 



  





 The CTO will be responsible for the definition and delivery of the overall technology strategy, including the implementation of Varadise's digital transformation programme, collaborating with Top Management to ensure Varadise has the requisite technology infrastructure and capabilities to support business goals. The CTO will lead all digital innovations, improve efficiency, and demonstrate strong technology and business acumen, ensuring the right talent and competencies are built across the function.
 



  





**Key Outputs** 



* Maintain and guide a high\-achieving technology team.
* Develop a digital and information technology strategy aligned with Varadise's business goals.
* Develop digital tools to improve customer experience, partner integration, and employee efficiency.
* Prepare technology budget and annual work plan.
* Execute approved annual plan and prepare annual/periodic performance reports.
* Establish departmental policies that foster innovation and security.
* Establish Product SaaS model: Cost \& usage management, service model and level, associated support and services. With SaaS agreement
* Lead Product Roadmap
* Establish systems in daily operation to ensure effective operation. Design and implement Department organization structure. Create collaboration approach with other department
* I will focus more on management, system design, communication, financial awareness and culture over tech skill/roadmap vision. However, the candidate will need to evaluate who is capable of taking up this role. Need to put the right people in the right structure.
* Establish oversea team for development.



  





**Key Duties and Responsibilities** 




**1\) Technology Strategy and Vision Development** 



* Translate business needs into technical solutions, establishing a seamless link between technology and Varadise's overarching business strategy.
* Ensure the design, development, and deliverables of product of Technology Department to achieve business objectives.
* Attract, develop, and retain a high\-performing team to meet current and evolving needs through coaching, mentoring, and performance management.
* Develop and manage the technology department's budget, ensuring efficient resource allocation.
* Ensure the development, implementation, review of Cybersecurity and Data Privacy systems, development and maintenance of scalable IT infrastructure.
* Manage the organisation's technology needs to meet anticipated industry trends.
* Ensure the negotiation process for IT service level agreements (SLAs) with internal and external providers.
* Effectively convey the technology vision to both Top Management and employees.



  





**2\) Leadership and People Management** 



* Establish and guide a high\-achieving technology team, setting clear expectations.



 This job is satisfactorily performed when:
 


* Technology initiatives directly support revenue growth or operational efficiency.
* IT Strategy is implemented successfully.
* Key Performance Indicators (KPIs) for delivery of IT Services are met.
* Staff adhere to IT Policies and Security Protocols.



  





**3\) Specific Knowledge** 



* Strong business acumen to cultivate internal and external business connections and lead change management in a multi\-cultural work environment.
* Action\-oriented, self\-driven, and demonstrate excellent interpersonal skills.
* Understanding of current technological trends, including Artificial Intelligence (AI), Machine Learning, IoT, blockchain, and their potential applications.
* Proficient understanding of software delivery methodologies such as Agile Project Management and DevOps.
* Sound knowledge in contemporary web, mobile, and application delivery platforms, coupled with expertise in Cloud management technologies (AWS, Azure, Google Cloud Platform).
* Proficient understanding of IT service management (ITSM), including incident and problem management.
* Knowledge of vendor evaluation, selection, and management.
* Proven track record of leading a high\-performing engineering and product team.
* Highly skilled in cross\-functional collaboration, with a talent for inspiring others and implementing visionary ideas.
* Ability to design and deploy databases, as well as query and manage data.
* Knowledge in risk management, security management, cybersecurity, and external compliance.
* Excellent written, oral, and presentation skills.



  





**Qualifications and Technical Experience** 



* A Bachelor Degree holder from an accredited tertiary institution in Computer Science, Computer Engineering, Information Technology, MIS, or related field.
* Must have relevant industry skill\-based certification(s).
* A minimum of 15 years post\-Bachelor's relevant work experience in a reputable organisation, 5 years of which must be in a senior management position.
* Evidence of proficiency in overall management, applications development, and budget/financial management.
* Proven leadership experience in spearheading cloud\-based and mobile application development.
* Significant professional background in agile software development lifecycle and/or deploying ERPs, with expertise in API, Web Services, and integration solutions.
* Proficiency in modern programming languages/frameworks (e.g., Python, C\#, Java, Node.js).
* Proven experience in site reliability, cybersecurity, and big data engineering.



  





**Mode of Application** 




 Interested and qualified applicants should submit their CV, copies of certificates, and application letter to hr.dept@varadise.cloud with the SUBJECT OF THE EMAIL indicating the position being applied for.","Hong Kong, Hong Kong SAR"
2026-04-20,fintech,Airwallex,"Strategic Sales, Enterprise",2026-04-19,25,"Python, SQL, Data Governance, Inventory Management & Optimization, Fraud Detection, Payment Reconciliation, Market Research & Financial Modeling","Enterprise Sales, FX/Payment Solutions Selling, API Sales, Account Acquisition (New Business), Fintech Sales Experience",https://www.linkedin.com/jobs/view/4355287814,"**About Airwallex**
 Airwallex is the only unified payments and financial platform for global businesses. Powered by our unique combination of proprietary infrastructure and software, we empower over 200,000 businesses worldwide – including Brex, Rippling, Navan, Qantas, SHEIN and many more – with fully integrated solutions to manage everything from business accounts, payments, spend management and treasury, to embedded finance at a global scale.
   

  

 Proudly founded in Melbourne, we have a team of over 2,000 of the brightest and most innovative people in tech across 26 offices around the globe. Valued at US$8 billion and backed by world\-leading investors including T. Rowe Price, Visa, Mastercard, Robinhood Ventures, Sequoia, Salesforce Ventures, DST Global, and Lone Pine Capital, Airwallex is leading the charge in building the global payments and financial platform of the future. If you’re ready to do the most ambitious work of your career, join us.
   

  

**Attributes We Value**
 We hire successful builders with founder\-like energy who want real impact, accelerated learning, and true ownership. You bring strong role\-related expertise and sharp thinking, and you’re motivated by our mission and operating principles. You move fast with good judgment, dig deep with curiosity, and make decisions from first principles, balancing speed and rigor.
   

  

 You're humble and collaborative; turn zero‑to‑one ideas into real products, and you “get stuff done” end\-to\-end. You use AI to work smarter and solve problems faster. Here, you’ll tackle complex, high‑visibility problems with exceptional teammates and grow your career as we build the future of global banking. If that sounds like you, let’s build what’s next.
   

  

**About The Team**
 The Enterprise Business team at Airwallex is a high\-performing and collaborative group of innovators, focused on transforming the way large global businesses operate. We're passionate about delivering cutting\-edge payments and financial solutions that streamline operations and drive growth for our enterprise clients. As a team, we value strategic thinking, prioritising our customers, and a deep understanding of the unique challenges faced by multinational organizations.
   

  

**What You’ll Do**
 As a Strategic Sales you will be focused on selling our FX \& Payment API product to our APAC\-based customers. You will use your deep network and industry experience to hit the ground running and deliver quick results. Success in this role is based on successfully achieving target volume and revenue targets and you will enjoy significant commission and share option upside for hitting those targets.
   

  

 This role is based in Hong Kong.
   

  

* Internal Title: Account Executive/Senior Account Executive


**Responsibilities**
* Work with our SDR and acquire new enterprise customers across APAC through your existing network and experience.
* Own and drive the entire deal cycle from prospecting to go live.
* Identify new companies, use cases and prospects through research with help of our SDR team.
* Work with Marketing, Strategy, and other functions to architect and execute a well\-oiled machine to drive sales funnel conversion.
* Build and manage a strong, reliable pipeline, as well as help define best practices that will be the foundation for the APAC sales team.
* Work collaboratively with people at all levels and across functions and cultures.
* Provide regular reporting against KPIs, metrics and targets.
* Develop and implement go\-to\-market strategies tailored to specific target verticals and/or companies.


**Who You Are**
 We're looking for people who meet the minimum qualifications for this role. The preferred qualifications are great to have, but are not mandatory.
   

  

**Minimum Qualifications**
* At least 8 years of experience selling a complex technology product to enterprise accounts (preferably with several years in fintech). Candidates with more working experience will be considered for Senior Account Executive.
* A top performing sales professional with a proven track record of new business solution selling, ideally within FX, payment, transaction banking, card issuing in target verticals including eCommerce, marketplaces, fintech, online travel agents, etc.
* Success\-oriented and hold yourself accountable for delivering key outcomes, including KPIs and revenue targets.
* Broad existing network of key decision makers for payments solutions at our target prospects \-\- such as major eCommerce, marketplace, fintech, online travel, digital content and similar network/platform businesses.
* Besides strong analytical skills and an organized way of working, you will have excellent communication and solution selling skills (directly tailored to customer needs) and experience in identifying and influencing key decision makers and stakeholders.


**Preferred Qualifications**
* You are technically minded and have prior experience working in API sales for a similar company.
* Happy to work in a fast\-paced environment and have a level of maturity to run your own race within the organization.
* A startup mindset, with prior experience in selling complex, API\-driven solutions.


*\#HongKong*
**Applicant Safety Policy: Fraud and Third\-Party Recruiters**
*To protect you from recruitment scams, please be aware that Airwallex will not ask for bank details, sensitive ID numbers (i.e. passport), or any form of payment during the application or interview process. All official communication will come from an @* 
*airwallex.com* 
*email address. Please apply only through* 
*careers.airwallex.com* 
*or our official LinkedIn page.*
*Airwallex does not accept unsolicited resumes from search firms/recruiters. Airwallex will not pay any fees to search firms/recruiters if a candidate is submitted by a search firm/recruiter unless an agreement has been entered into with respect to specific open position(s). Search firms/recruiters submitting resumes to Airwallex on an unsolicited basis shall be deemed to accept this condition, regardless of any other provision to the contrary.*
**Equal opportunity**
 Airwallex is proud to be an equal opportunity employer. We value diversity and anyone seeking employment at Airwallex is considered based on merit, qualifications, competence and talent. We don’t regard color, religion, race, national origin, sexual orientation, ancestry, citizenship, sex, marital or family status, disability, gender, or any other legally protected status when making our hiring decisions. If you have a disability or special need that requires accommodation, please let us know.","Hong Kong, Hong Kong SAR"
